Compound_Score,Neg_Score,Neu_Score,Pos_Score,Timestamp,Tweet_Text,Tweets_Ago,User
-0.5562,0.315,0.551,0.134,Tue Jun 12 00:19:23 +0000 2018,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",30,CBS
0.5093,0.0,0.829,0.171,Mon Jun 11 22:23:06 +0000 2018,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",31,CBS
-0.296,0.167,0.833,0.0,Mon Jun 11 19:01:38 +0000 2018,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",32,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 14:00:37 +0000 2018,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,33,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 06:19:36 +0000 2018,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,34,CBS
0.4767,0.0,0.78,0.22,Mon Jun 11 06:04:41 +0000 2018,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,35,CBS
0.8478,0.0,0.594,0.406,Mon Jun 11 03:10:33 +0000 2018,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,36,CBS
0.92,0.0,0.537,0.463,Mon Jun 11 03:02:06 +0000 2018,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,37,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 02:58:30 +0000 2018,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",38,CBS
0.4404,0.0,0.847,0.153,Mon Jun 11 02:56:40 +0000 2018,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,39,CBS
0.836,0.0,0.533,0.467,Mon Jun 11 02:56:10 +0000 2018,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,40,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 02:53:00 +0000 2018,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,41,CBS
0.6369,0.0,0.682,0.318,Mon Jun 11 02:47:29 +0000 2018,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,42,CBS
0.7978,0.0,0.457,0.543,Mon Jun 11 02:44:50 +0000 2018,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,43,CBS
0.9523,0.0,0.45,0.55,Mon Jun 11 02:44:37 +0000 2018,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,44,CBS
0.5994,0.0,0.698,0.302,Mon Jun 11 02:33:09 +0000 2018,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,45,CBS
0.4215,0.0,0.877,0.123,Mon Jun 11 02:29:18 +0000 2018,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",46,CBS
0.8932,0.0,0.483,0.517,Mon Jun 11 02:23:56 +0000 2018,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,47,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 02:21:03 +0000 2018,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",48,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 02:16:06 +0000 2018,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,49,CBS
0.8908,0.0,0.509,0.491,Mon Jun 11 02:11:03 +0000 2018,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,50,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 02:05:47 +0000 2018,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,51,CBS
0.4926,0.0,0.738,0.262,Mon Jun 11 02:03:31 +0000 2018,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,52,CBS
0.5093,0.0,0.477,0.523,Mon Jun 11 01:58:48 +0000 2018,@writerlindsayb You're welcome! #TonyAwards,53,CBS
0.7579,0.0,0.435,0.565,Mon Jun 11 01:53:17 +0000 2018,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,54,CBS
0.6467,0.0,0.752,0.248,Mon Jun 11 01:51:16 +0000 2018,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",55,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 01:38:23 +0000 2018,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,56,CBS
0.636,0.0,0.724,0.276,Mon Jun 11 01:37:36 +0000 2018,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,57,CBS
0.8834,0.0,0.437,0.563,Mon Jun 11 01:30:56 +0000 2018,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,58,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 01:29:21 +0000 2018,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,59,CBS
0.7351,0.079,0.625,0.296,Mon Jun 11 01:26:03 +0000 2018,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,60,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 01:25:59 +0000 2018,RT @KatLargent: MAGIC #TonyAwards,61,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 01:24:46 +0000 2018,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,62,CBS
0.4019,0.0,0.838,0.162,Mon Jun 11 01:24:12 +0000 2018,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,63,CBS
0.9151,0.0,0.543,0.457,Mon Jun 11 01:19:59 +0000 2018,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,64,CBS
0.6369,0.0,0.625,0.375,Mon Jun 11 01:12:31 +0000 2018,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,65,CBS
0.1511,0.0,0.898,0.102,Mon Jun 11 01:08:28 +0000 2018,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,66,CBS
0.1531,0.0,0.852,0.148,Mon Jun 11 01:08:24 +0000 2018,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,67,CBS
0.8834,0.0,0.437,0.563,Mon Jun 11 01:02:47 +0000 2018,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,68,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:58:06 +0000 2018,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,69,CBS
0.2714,0.0,0.793,0.207,Mon Jun 11 00:52:34 +0000 2018,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,70,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:51:11 +0000 2018,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,71,CBS
0.8478,0.0,0.494,0.506,Mon Jun 11 00:50:18 +0000 2018,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,72,CBS
0.8858,0.0,0.435,0.565,Mon Jun 11 00:45:14 +0000 2018,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,73,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:44:36 +0000 2018,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,74,CBS
0.25,0.0,0.92,0.08,Mon Jun 11 00:35:41 +0000 2018,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",75,CBS
0.4588,0.0,0.833,0.167,Mon Jun 11 00:34:45 +0000 2018,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,76,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:31:28 +0000 2018,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",77,CBS
0.3612,0.0,0.737,0.263,Mon Jun 11 00:27:42 +0000 2018,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,78,CBS
0.8908,0.0,0.43,0.57,Mon Jun 11 00:27:00 +0000 2018,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,79,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:24:31 +0000 2018,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,80,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:22:15 +0000 2018,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,81,CBS
0.6369,0.0,0.588,0.412,Mon Jun 11 00:22:15 +0000 2018,RT @misschae: I love theatre so much. #TonyAwards,82,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:18:16 +0000 2018,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,83,CBS
0.6369,0.0,0.756,0.244,Mon Jun 11 00:13:27 +0000 2018,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",84,CBS
0.8834,0.0,0.437,0.563,Mon Jun 11 00:12:31 +0000 2018,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,85,CBS
0.6696,0.0,0.64,0.36,Mon Jun 11 00:06:39 +0000 2018,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",86,CBS
0.0,0.0,1.0,0.0,Mon Jun 11 00:04:15 +0000 2018,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,87,CBS
0.0,0.0,1.0,0.0,Sun Jun 10 23:59:00 +0000 2018,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,88,CBS
0.0,0.0,1.0,0.0,Sun Jun 10 23:18:15 +0000 2018,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,89,CBS
0.0,0.0,1.0,0.0,Sun Jun 10 22:01:25 +0000 2018,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",90,CBS
0.4184,0.0,0.843,0.157,Sun Jun 10 15:00:01 +0000 2018,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,91,CBS
0.5093,0.0,0.845,0.155,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,92,CBS
0.0,0.0,1.0,0.0,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,93,CBS
0.296,0.0,0.82,0.18,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,94,CBS
0.0,0.0,1.0,0.0,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,95,CBS
0.9078,0.0,0.564,0.436,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",96,CBS
0.3612,0.0,0.872,0.128,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",97,CBS
0.2732,0.105,0.719,0.176,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,98,CBS
0.3595,0.0,0.872,0.128,Wed Jun 06 00:08:30 +0000 2018,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",99,CBS
0.0,0.0,1.0,0.0,Sun Jun 24 19:52:22 +0000 2018,Erdogan declares victory in Turkish election https://t.co/IZzVbR5QOH https://t.co/Yf386oP3FW,0,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 19:42:11 +0000 2018,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/TxpF9IDYsy,1,CNN
-0.9217,0.484,0.516,0.0,Sun Jun 24 19:01:26 +0000 2018,"Jane Clementi, whose 18-year-old son, Tyler Clementi, died by suicide after being bullied online, tells… https://t.co/PoXSQWbr3n",2,CNN
0.7184,0.0,0.731,0.269,Sun Jun 24 18:54:05 +0000 2018,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/lmpTK1cigE",3,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 18:40:04 +0000 2018,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/p9hIsIR3PM",4,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 18:27:05 +0000 2018,"New Zealand Prime Minister Jacinda Ardern revealed the name of her baby girl, Neve. Ardern is the first world leade… https://t.co/UJ6luDgAG7",5,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 18:14:04 +0000 2018,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/MrwofWRIYL,6,CNN
0.5859,0.0,0.759,0.241,Sun Jun 24 18:04:49 +0000 2018,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/7mKw5AYwMC,7,CNN
-0.6249,0.221,0.779,0.0,Sun Jun 24 17:49:40 +0000 2018,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/h8jALtiBr0",8,CNN
0.3818,0.0,0.88,0.12,Sun Jun 24 17:36:08 +0000 2018,Late Japan equalizer from Keisuke Honda stalls Senegal's surge toward the last-16 of the World Cup to ensure Group… https://t.co/d7U98CLtMv,9,CNN
0.0,0.126,0.748,0.126,Sun Jun 24 17:23:08 +0000 2018,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/lGQN2xAqYD,10,CNN
-0.0516,0.189,0.632,0.179,Sun Jun 24 17:11:04 +0000 2018,"""We have been encouraging illegal immigration,"" says Wisconsin GOP Sen. Ron Johnson https://t.co/aykSJGyRQd https://t.co/M0I1EIe7LG",11,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 17:00:04 +0000 2018,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/o6cB4N2UTd,12,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 16:45:10 +0000 2018,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/SmXwbmzBCv,13,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 16:34:03 +0000 2018,"Almost 350 migrants are stranded on two boats in the Mediterranean, including a Danish cargo ship, as a standoff be… https://t.co/LVV7sxmR6L",14,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 16:22:06 +0000 2018,The Trump administration is releasing its plan for putting back together the thousands of families it separated at… https://t.co/rYcluUlagk,15,CNN
-0.8158,0.282,0.718,0.0,Sun Jun 24 16:11:06 +0000 2018,At least two people were killed and more than 100 injured in an explosion Saturday at a rally attended by Ethiopian… https://t.co/HHd8ABYtIz,16,CNN
-0.296,0.095,0.905,0.0,Sun Jun 24 16:00:09 +0000 2018,Prince William arrived in Jordan on the first stop of a five-day Middle East tour that will also take him to Israel… https://t.co/dJf3LsSkeP,17,CNN
-0.8807,0.375,0.625,0.0,Sun Jun 24 15:49:04 +0000 2018,"The U.S. Navy announced Saturday the death of Lt. Christopher Carey Short, a pilot who died in a plane crash during… https://t.co/NerrjVcbH3",18,CNN
-0.6249,0.221,0.779,0.0,Sun Jun 24 15:38:16 +0000 2018,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/pLCcY2Tfbp",19,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 19:52:22 +0000 2018,Erdogan declares victory in Turkish election https://t.co/IZzVbR5QOH https://t.co/Yf386oP3FW,20,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 19:42:11 +0000 2018,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/TxpF9IDYsy,21,CNN
-0.9217,0.484,0.516,0.0,Sun Jun 24 19:01:26 +0000 2018,"Jane Clementi, whose 18-year-old son, Tyler Clementi, died by suicide after being bullied online, tells… https://t.co/PoXSQWbr3n",22,CNN
0.7184,0.0,0.731,0.269,Sun Jun 24 18:54:05 +0000 2018,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/lmpTK1cigE",23,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 18:40:04 +0000 2018,"Otzi, a 5,300-year-old glacier mummy found in the Italian Alps, is older than the Giza pyramids and Stonehenge. The… https://t.co/p9hIsIR3PM",24,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 18:27:05 +0000 2018,"New Zealand Prime Minister Jacinda Ardern revealed the name of her baby girl, Neve. Ardern is the first world leade… https://t.co/UJ6luDgAG7",25,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 18:14:04 +0000 2018,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/MrwofWRIYL,26,CNN
0.5859,0.0,0.759,0.241,Sun Jun 24 18:04:49 +0000 2018,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/7mKw5AYwMC,27,CNN
-0.6249,0.221,0.779,0.0,Sun Jun 24 17:49:40 +0000 2018,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/h8jALtiBr0",28,CNN
0.3818,0.0,0.88,0.12,Sun Jun 24 17:36:08 +0000 2018,Late Japan equalizer from Keisuke Honda stalls Senegal's surge toward the last-16 of the World Cup to ensure Group… https://t.co/d7U98CLtMv,29,CNN
0.0,0.126,0.748,0.126,Sun Jun 24 17:23:08 +0000 2018,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/lGQN2xAqYD,30,CNN
-0.0516,0.189,0.632,0.179,Sun Jun 24 17:11:04 +0000 2018,"""We have been encouraging illegal immigration,"" says Wisconsin GOP Sen. Ron Johnson https://t.co/aykSJGyRQd https://t.co/M0I1EIe7LG",31,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 17:00:04 +0000 2018,Two San Diego Police officers were shot after they breached an apartment that smelled of smoke on Saturday night… https://t.co/o6cB4N2UTd,32,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 16:45:10 +0000 2018,Preliminary results in Turkey's snap elections show President Recep Tayyip Erdogan in the lead over his nearest riv… https://t.co/SmXwbmzBCv,33,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 16:34:03 +0000 2018,"Almost 350 migrants are stranded on two boats in the Mediterranean, including a Danish cargo ship, as a standoff be… https://t.co/LVV7sxmR6L",34,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 16:22:06 +0000 2018,The Trump administration is releasing its plan for putting back together the thousands of families it separated at… https://t.co/rYcluUlagk,35,CNN
-0.8158,0.282,0.718,0.0,Sun Jun 24 16:11:06 +0000 2018,At least two people were killed and more than 100 injured in an explosion Saturday at a rally attended by Ethiopian… https://t.co/HHd8ABYtIz,36,CNN
-0.296,0.095,0.905,0.0,Sun Jun 24 16:00:09 +0000 2018,Prince William arrived in Jordan on the first stop of a five-day Middle East tour that will also take him to Israel… https://t.co/dJf3LsSkeP,37,CNN
-0.8807,0.375,0.625,0.0,Sun Jun 24 15:49:04 +0000 2018,"The U.S. Navy announced Saturday the death of Lt. Christopher Carey Short, a pilot who died in a plane crash during… https://t.co/NerrjVcbH3",38,CNN
-0.6249,0.221,0.779,0.0,Sun Jun 24 15:38:16 +0000 2018,"At least five people were injured when an explosion, followed by a fire, tore through an apartment building in Germ… https://t.co/pLCcY2Tfbp",39,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 15:25:18 +0000 2018,Jurassic World sequel crosses $700 million at the global box office https://t.co/IlBYCnKzHy https://t.co/BzWEZ1agSv,40,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 15:12:05 +0000 2018,England qualified for the last 16 of the World Cup with a thumping 6-1 victory over Panama Sunday in a sweltering N… https://t.co/1JGu5AXkWH,41,CNN
-0.5267,0.167,0.833,0.0,Sun Jun 24 14:20:49 +0000 2018,Mo Salah is considering quitting the Egyptian national team due to unhappiness over his #WorldCup Chechnya controve… https://t.co/M0kxmAJXl0,42,CNN
0.7334,0.0,0.721,0.279,Sun Jun 24 14:15:06 +0000 2018,Are Canadians really as nice as most Americans think they are? @WKamauell talks to proud Canadian @therealrussellp… https://t.co/U0yeOqBxgK,43,CNN
0.5859,0.0,0.759,0.241,Sun Jun 24 14:05:25 +0000 2018,England record biggest ever #WorldCup win after putting six goals past Panama https://t.co/pRTqvMtIcm,44,CNN
-0.8176,0.319,0.681,0.0,Sun Jun 24 14:00:12 +0000 2018,"""Thirty years after my brother's death, I still ask why"": @AndersonCooper remembers his brother, Carter, who died b… https://t.co/h93UYhWxo1",45,CNN
-0.3612,0.122,0.878,0.0,Sun Jun 24 13:48:26 +0000 2018,Democratic Rep. Barbara Lee of California describes her visit to detention facilities on the US-Mexico border and s… https://t.co/nmsKObhh3K,46,CNN
0.6597,0.0,0.779,0.221,Sun Jun 24 13:31:10 +0000 2018,"Sen. Bernie Sanders: President Trump needs to ""make it clear that the United States of America is not a nation whic… https://t.co/DZH2lkQ1p6",47,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 13:30:14 +0000 2018,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/cUN7NCn4gg",48,CNN
0.34,0.0,0.893,0.107,Sun Jun 24 13:12:09 +0000 2018,Sen. Ron Johnson says the most recent information he has from the Department of Homeland Security is that “about 21… https://t.co/8FvQPMeViz,49,CNN
-0.34,0.112,0.888,0.0,Sun Jun 24 13:00:18 +0000 2018,"American Outdoor Brands, the gun maker that owns the iconic Smith &amp; Wesson line of firearms, reported plunging sale… https://t.co/x3lGJgBThv",50,CNN
0.0,0.126,0.748,0.126,Sun Jun 24 12:31:03 +0000 2018,This teenager volunteered her skills in sign language to help a blind and deaf man on a cross-country flight https://t.co/HDoL65TKwO,51,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 12:30:17 +0000 2018,"Former Trump campaign manager Corey Lewandowski has been dropped by his speakers bureau after saying ""womp womp"" re… https://t.co/608JmBtvS9",52,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 12:12:06 +0000 2018,"New Zealand Prime Minister Jacinda Ardern and her partner Clarke Gayford have revealed the name of their baby girl,… https://t.co/SrBM771oZg",53,CNN
-0.5574,0.175,0.825,0.0,Sun Jun 24 12:00:17 +0000 2018,"A Chicago teen, shot in the head, was covered with a sheet by paramedics. He died nearly a day later.… https://t.co/ZRyOiHPkQX",54,CNN
0.128,0.0,0.87,0.13,Sun Jun 24 11:45:04 +0000 2018,Recreational marijuana use will soon be legal in Canada https://t.co/UNVKKJZDuP https://t.co/eTODylDScV,55,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 11:31:00 +0000 2018,"In the constellation of Sagittarius, three infant planets have been found orbiting a young star 330 light-years fro… https://t.co/01FNZXyuQz",56,CNN
